UBIDPTO,REGION,ZONA,OCU,INFORM,SEXO,GEDUC,AEDUC,AEDAD,AEDAD2,WS,LWS,EXP,EXP2
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,54,2916,205.83818698231207,5.327090360036876,0.6,0.36
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,55,3025,412.52020888749956,6.022285195817127,20,400
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,58,3364,288.4956532912439,5.664680019253176,32.7,1069.2900000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,15,22,484,93.22458091130336,4.5350114306008065,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,18,324,59.01091040199145,4.077722348877393,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,79,6241,82.504041777499907,4.412847283383027,61,3721
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,54,2916,229.79159195211622,5.437172776199222,20,400
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,47,2209,12.120537983119467,2.4949013677022087,5,25
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,7,50,2500,75.52322559734883,4.324440232754422,22,484
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,46,2116,610.2268957039214,6.413830848177685,19,361
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,38,1444,811.7691958061405,6.699216058139319,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,39,1521,243.3121287845517,5.494345099695949,12,144
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,48,2304,55.94241977335361,4.024322943423073,33,1089
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,43,1849,109.98621097023756,4.700355003118823,2,4
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,59,3481,23.071213914070757,3.1385856895300304,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,74,5476,38.67325454723942,3.655148264147584,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,37,1369,151.50672478899332,5.020630012010464,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,59,3481,105.70950215657358,4.660694786248846,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,55,3025,198.10942621143053,5.2888195356690355,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,63,3969,68.75336814791659,4.230525726589072,NA,NA
13,SIERRA,RURAL,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,32,1024,711.0651689875324,6.566764083813196,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,37,1369,138.94509127800717,4.934078828310134,NA,NA
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,50,2500,142.22454063736387,4.957407080801042,25,625
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,49,2401,23.358884910505555,3.1509774218251936,2,4
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,59,3481,135.6656419186505,4.910193343320778,35,1225
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,57,3249,140.09577526374636,4.942326297740151,0.5,0.25
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,7,46,2116,65.06351003983764,4.17536387040205,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,48,2304,60.48762151702341,4.102438741078335,27,729
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,25,625,223.75050102698546,5.410531596379208,0.2,0.04000000000000001
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,24,576,54.07783507408248,3.990424399019255,2,4
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,31,961,421.4188317105493,6.043627188816178,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,27,729,292.657293706334,5.679002278393799,0.2,0.04000000000000001
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,35,1225,138.61779996953086,4.931720505418365,0.3,0.09
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,33,1089,10.989032063809264,2.396897690270091,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,13,48,2304,168.34506711364347,5.126015843803531,3,9
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,47,2209,112.07662021099709,4.7191827464259415,2,4
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,31,961,60.67940218131328,4.105604302442896,3,9
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,53,2809,597.0323860007786,6.391971359828739,6,36
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,53,2809,428.5530724221323,6.060414586662635,11.8,139.24
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,45,2025,349.5969729339949,5.856780985088273,7,49
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,45,2025,61.54241517061767,4.1197266146652085,6,36
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,23,529,64.3232348028207,4.1639209159385056,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,65,4225,291.5833219863107,5.6753258036644905,6,36
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,69,4761,582.6680142454678,6.3676175803229595,7,49
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,18,32,1024,951.7690807377419,6.858322443118113,7.2,51.84
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,28,784,710.8925663896715,6.566521316261934,2,4
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,26,676,1020.4457366199425,6.927994807509291,3,9
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,34,1156,201.36969750435821,5.305142509700966,3,9
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,PRIMARIA,3,79,6241,93.22458091130336,4.5350114306008065,50,2500
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,49,2401,862.7061402415286,6.760074123527389,3.2,10.240000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,47,2209,583.1091097733345,6.368374321109561,4,16
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,50,2500,270.39155858228065,5.599871125420712,13,169
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,13,73,5329,93.22458091130336,4.5350114306008065,58,3364
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,51,2601,467.0050956122502,6.146340168984636,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,13,43,1849,81.71774105391147,4.403271127055263,6,36
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,16,24,576,140.11495333017535,4.942463180910579,1.9,3.61
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,16,23,529,217.15324617541413,5.380603307869391,0.3,0.09
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,14,21,441,201.8299710986539,5.307425615715535,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,13,59,3481,96.38896187208614,4.568391691658889,5,25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,35,1225,266.61347949577026,5.585799967215783,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,61,3721,66.06843884785849,4.19069115700311,30,900
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,28,784,63.07666048493659,4.1443508197444086,8,64
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,13,37,1369,176.61081374453667,5.173948519276719,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,38,1444,51.608176760402664,3.943680124282257,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,7,55,3025,351.8216286397573,5.863124310344734,1.7,2.8899999999999997
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,16,52,2704,631.2844126429485,6.447756494181615,20,400
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,12,35,1225,303.55043543799826,5.715547776060666,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,59,3481,55.80817330835071,4.02192033372089,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,48,2304,232.53405545146128,5.449036689361035,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,18,57,3249,715.1309190704775,6.572465629527664,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,48,2304,748.8459598526358,6.618533301288157,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,57,3249,289.70387147627,5.668859268428744,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,41,1681,484.5338483283439,6.18318729128136,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,48,2304,3947.210454347572,8.280764394319307,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,54,2916,340.6599939780872,5.830884894755237,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,60,3600,119.5752441847308,4.783945831669488,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,29,841,119.5752441847308,4.783945831669488,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,64,4096,8.821910557333789,2.177238463038492,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,1,55,3025,418.4845875469144,6.03664006140648,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,58,3364,388.3198863124222,5.9618294492104855,30,900
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,33,1089,119.5752441847308,4.783945831669488,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,7,43,1849,418.5421217462013,6.03677753419854,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,1,49,2401,48.13694673675611,3.874050005681181,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,48,2304,349.1750554725572,5.855573388059316,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,45,2025,360.37778063983785,5.887152871890888,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,44,1936,81.3725358581897,4.399037818757677,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,43,1849,262.758688143544,5.57123607540846,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,36,1296,249.10390484610562,5.517870097962636,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,28,784,577.5666485753574,6.358823844525364,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,26,676,290.9888019270121,5.673284785080592,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,25,625,390.5037886270231,5.967437671222492,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,23,529,315.76686375326267,5.755004168365816,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,16,27,729,186.02724436116904,5.225893138046826,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,51,2601,255.77787196339293,5.544309380177746,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,47,2209,48.82735712819962,3.8882907526727033,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,39,1521,141.84097930878414,4.954706566062367,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,42,1764,62.769811422072806,4.139474248056532,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,43,1849,123.23825487266724,4.814119513231155,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,35,1225,197.64915261713483,5.286493502443521,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,3,34,1156,503.4242437608956,6.221433241575121,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,64,4096,69.76980566865288,4.245201332633419,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,4,37,1369,13.712317496725346,2.618294516249359,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,44,1936,148.9424543687875,5.003560019056268,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,78,6084,89.4536935997039,4.493721101441003,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,56,3136,30.22463269208272,3.4086572439731757,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,37,1369,69.75062760222389,4.244926418542341,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,36,1296,369.7914768837176,5.912939270779677,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,44,1936,223.23269323340284,5.4082146948407805,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,23,529,212.18612697030662,5.357463846899946,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,23,529,287.42168157122063,5.660950411200347,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,12,19,361,119.28757318829602,4.781537159288576,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,15,26,676,184.9532726411458,5.220103212856413,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,1,61,3721,25.58354061626799,3.2419492000309207,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,60,3600,106.49580288016202,4.668105574796958,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,40,1600,34.865724767897454,3.5515042482927757,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,58,3364,30.22463269208272,3.4086572439731757,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,4,41,1681,104.63553043655033,4.65048317307865,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,30,900,44.18626505238489,3.7884139953711333,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,37,1369,13.942454293873183,2.6349384510888707,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,33,1089,78.84103108956349,4.36743356045323,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,24,576,57.43830895481456,4.050711484104901,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,68,4624,39.065721315845494,3.6652453897821573,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,42,1764,163.0386796728318,5.093987471262231,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,30,900,13.942454293873183,2.6349384510888707,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,1,51,2601,62.30953782777713,4.132114509224452,NA,NA
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,56,3136,439.8873096816633,6.086518579749567,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,62,3844,46.50681109029226,3.839598776926935,NA,NA
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,41,1681,476.74755335817537,6.166987112549532,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,16,47,2209,120.74894559590089,4.793713560369513,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,31,961,41.846540948048535,3.7340091399483675,NA,NA
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,PRIMARIA,0,87,7569,65.10953552640916,4.176071013548148,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,4,53,2809,18.6027244361169,2.9233080450527797,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,10,16,256,697.48709795581,6.547484015970045,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,53,2809,23.243816511931634,3.146039140184611,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,55,3025,116.25743869251615,4.7558070311730996,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,1,60,3600,206.09321406294052,5.328328561895555,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,7,39,1521,293.6427916120891,5.6823640341177315,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,58,3364,158.12315770699368,5.0633742085490505,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,61,3721,37.66572246652948,3.6287504624697626,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,PRIMARIA,6,42,1764,147.19165984247138,4.99173554601075,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,PRIMARIA,6,57,3249,970.6786542367227,6.877995470403997,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,55,3025,23.243816511931634,3.146039140184611,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,46,2116,212.53133216602836,5.359089422982646,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,27,729,291.77510265060056,5.675983309112598,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,27,729,642.5189389399133,6.465396293284219,4.2,17.64
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,43,1849,262.777866209973,5.571309060118196,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,86,7396,69.75062760222389,4.244926418542341,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,35,1225,89.67663862194087,4.496210296147311,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,34,1156,639.7802960709896,6.461124830028035,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,34,1156,225.9943347991769,5.420509931697818,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,19,361,197.1697009564102,5.28406478409807,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,51,2601,930.1170437394162,6.83531043171166,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,33,1089,969.0868747231167,6.876354261869111,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,35,1225,708.64873261748,6.563359963164945,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,27,729,689.2405293913457,6.535590309354439,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,53,2809,227.9504975749335,5.429128489481958,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,18,37,1369,988.3224753513902,6.896009036549631,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,13,20,400,100.45471195503127,4.609706998623008,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,67,4489,247.35870080106784,5.510839513125674,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,30,900,1018.4895738441859,6.926075998838996,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,66,4356,1454.9631877014897,7.282735878736724,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,51,2601,651.7857656555351,6.479715927649402,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,27,729,458.0681166563425,6.127017899379414,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,7,21,441,14.652042751745684,2.6845797627218717,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,38,1444,101.32607789123736,4.618343810417201,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,16,256,9.97259454307298,2.2998407851308245,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,8,58,3364,116.25743869251615,4.7558070311730996,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,PRIMARIA,3,58,3364,363.84627629073185,5.896731460552823,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,43,1849,229.1203596271017,5.434247453372575,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,59,3481,358.70655448776347,5.8825046572672015,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,32,1024,60.44926538416544,4.101804424533121,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,46,2116,83.71225996252606,4.427385441829054,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,12,61,3721,490.38315858918475,6.195187041840584,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,52,2704,567.9166351027657,6.341974638764229,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,49,2401,83.71225996252606,4.427385441829054,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,44,1936,256.2573236241176,5.546182110040774,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,28,784,44.18626505238489,3.7884139953711333,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,36,1296,116.08483609465527,4.754321269447039,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,52,2704,155.96243201075794,5.049615157803778,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,49,2401,162.7642497828084,5.092302833525029,NA,NA
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,59,3481,600.810465087289,6.398279518885588,NA,NA
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,60,3600,484.5338483283439,6.18318729128136,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,68,4624,23.243816511931634,3.146039140184611,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,68,4624,160.44370374490103,5.077943125557495,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,51,2601,118.5971627968525,4.77573256382261,NA,NA
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,40,1600,337.24629815372754,5.820813518463434,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,26,676,23.243816511931634,3.146039140184611,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,42,1764,60.44926538416544,4.101804424533121,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,20,400,164.08753636640847,5.100400043757648,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,75,5625,8.99328584790397,2.1964782820275794,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,14,22,484,139.52043327087677,4.938211065595045,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,53,2809,59.82575582332998,4.0914362676190175,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,45,2025,428.20385931018416,6.059599388983216,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,41,1681,167.40534185862313,5.120418068290701,NA,NA
