UBIDPTO,REGION,ZONA,OCU,INFORM,SEXO,GEDUC,AEDUC,AEDAD,AEDAD2,WS,LWS,EXP,EXP2
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,PRIMARIA,6,36,1296,186.52587408832267,5.228569964519083,5,25
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,12,55,3025,183.09300019753408,5.2099942215533845,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,56,3136,477.05440242103913,6.167630535582145,34,1156
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,18,25,625,572.1967899752411,6.3494829706304055,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,17,29,841,488.63795454414696,6.1916218360034705,0.2,0.04000000000000001
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,47,2209,258.7009726216321,5.5556728488356,25,625
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,49,2401,938.6169421069012,6.844407453598968,24,576
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,5,29,841,86.74239445830592,4.462942743033195,9,81
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,38,1444,713.4364507500063,6.57009336602659,15,225
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,4,54,2916,271.21621543872703,5.602916345719538,24,576
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,49,2401,24.950664424111434,3.216900452067857,15,225
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,31,961,404.5229551866122,6.002708484422622,10,100
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,28,784,38.45202319011793,3.649411313296021,0.4,0.16000000000000003
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,51,2601,283.3242801872355,5.646592108025422,30,900
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,27,729,294.38013582625825,5.684871911162046,3,9
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,14,196,91.55608913198154,4.516951780454127,0.1,0.010000000000000002
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,46,2116,257.6832053716805,5.5517309442954685,28,784
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,47,2209,386.80242180622866,5.9579140246924975,31,961
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,43,1849,443.4544300374548,6.094595045709319,0.1,0.010000000000000002
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,19,361,274.6490893295156,5.615494244034054,0.2,0.04000000000000001
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,45,2025,284.8326426033075,5.651901788852322,1,1
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,19,361,274.6490893295156,5.615494244034054,0.5,0.25
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,14,196,6.865747781577166,1.9265449599560518,0.1,0.010000000000000002
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,40,1600,457.7420895270497,6.126305902197324,1,1
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,37,1369,27.76984018917245,3.3239505465010133,21,441
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,15,225,274.6490893295156,5.615494244034054,0.1,0.010000000000000002
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,66,4356,425.48458179349444,6.053228711853956,0.2,0.04000000000000001
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,25,625,411.98322302748795,6.020982627713344,0.7,0.48999999999999994
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,38,1444,70.6067156988895,4.257125263189002,1,1
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,32,1024,236.81076426512527,5.467261359177401,1,1
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,10,31,961,33.427369785723464,3.5093750190753723,8,64
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,12,72,5184,33.638328516442314,3.51566614648748,2.8,7.839999999999999
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,52,2704,204.87160494285897,5.322383465567854,4,16
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,16,22,484,210.55599132384276,5.349751609790084,0.2,0.04000000000000001
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,18,324,39.295858112993336,3.671119121794251,0.9,0.81
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,10,64,4096,421.5616184082589,6.043965955151874,0.1,0.010000000000000002
13,SIERRA,RURAL,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,54,2916,578.2762370332299,6.360051673248201,36.8,1354.2399999999998
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,8,47,2209,43.495854660941376,3.772665638402994,1.5,2.25
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,59,3481,184.33573515641632,5.216758742550982,20,400
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,63,3969,73.3529857822206,4.29528320972127,39,1521
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,16,39,1521,742.5939101967862,6.610149341058649,8,64
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,56,3136,256.50663848769443,5.547154545319559,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,51,2601,29.591756499926166,3.387495825918512,2,4
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,33,1089,302.7504362209466,5.712908823294085,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,37,1369,351.64902604189643,5.862633593069818,4,16
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,30,900,520.5119009491225,6.254812752249203,0.6,0.36
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,16,38,1444,66.6054247078701,4.198786026299425,16,256
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,47,2209,199.66284959217842,5.296630192030104,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,41,1681,596.43786594148,6.390975071722677,4.5,20.25
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,42,1764,538.0022975323582,6.2878628306589075,0.4,0.16000000000000003
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,16,48,2304,865.007508213007,6.762738186909245,23,529
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,27,729,228.87104476352485,5.433158721637379,1,1
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,56,3136,179.64574275692377,5.190986815849982,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,21,441,143.12590975952622,4.963724730686739,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,18,324,114.43552238176242,4.7400115410774335,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,28,784,114.43552238176242,4.7400115410774335,10,100
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,PRIMARIA,6,50,2500,457.1859256006091,6.125090147546142,14,196
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,49,2401,97.13690646281661,4.576121390238135,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,48,2304,68.42734101862382,4.2257724672552515,5,25
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,67,4489,77.36431997453153,4.348525692069509,9,81
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,16,28,784,377.788730584605,5.934335125571707,3,9
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,29,841,197.34230355427107,5.284939802383446,4,16
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,32,1024,125.89943633265507,4.835483463936666,0.3,0.09
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,34,1156,416.54760283758674,6.032000747603223,0.5,0.25
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,35,1225,6.865747781577166,1.9265449599560518,20,400
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,61,3721,194.04367612848537,5.268083268407233,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,60,3600,387.8955715926809,5.960736158017467,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,23,529,20.57806527830251,3.02422571618605,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,51,2601,212.85735929532115,5.360622266707331,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,52,2704,313.50385191464227,5.747811646806559,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,13,37,1369,310.6271419502943,5.738593292441748,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,38,1444,194.08203226134336,5.268280916396808,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,57,3249,224.61351401628986,5.414381209756444,2.5,6.25
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,32,1024,1026.5443617443602,6.9339534520321084,3,9
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,26,676,320.23535323121655,5.7690562043092974,4,16
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,57,3249,109.77525223951871,4.6984351142316925,6,36
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,13,30,900,228.73679829852196,5.43257199013402,4,16
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,34,1156,320.4271338955064,5.7696548991724175,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,12,33,1089,199.81627412361033,5.297398314967535,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,48,2304,219.64639481118235,5.392018956953067,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,52,2704,156.22452913052402,5.05129426176371,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,28,784,247.76144019607656,5.512466348515653,3,9
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,42,1764,758.492527266416,6.631332946751152,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,18,324,9.147937686626559,2.2135284644436926,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,30,900,218.03543723114748,5.384657605684458,10,100
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,33,1089,571.8324067130904,6.348845953191467,5,25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,67,4489,297.31756384857766,5.694800806121713,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,42,1764,148.64919289107434,5.001589119836863,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,41,1681,297.31756384857766,5.694800806121713,14,196
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,59,3481,49.632835918217054,3.9046526291761428,3,9
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,13,21,441,142.95330716166535,4.962518053594555,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,64,4096,216.61626031540249,5.378127402457455,35,1225
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,37,1369,514.8351932861425,6.243846836412021,1,1
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,70,4900,616.9008628212086,6.424708334854927,18,324
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,40,1600,32.02737093640745,3.4665908789661524,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,10,37,1369,288.8983926862526,5.66607504389234,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,10,16,256,405.99966630164414,6.0063523376842625,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,48,2304,75.21637653448505,4.320368980311643,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,54,2916,366.435315258645,5.903822012594827,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,42,1764,285.9257923897597,5.65573230998375,5,25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,24,576,499.2434252793765,6.2130938030141705,0.9,0.81
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,60,3600,391.4435138820434,5.969841223749394,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,12,21,441,232.43816511931635,5.4486242331786565,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,68,4624,40.504076298019484,3.7014026183815036,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,61,3721,226.93406005419723,5.42465949093991,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,33,1089,239.7641864951892,5.4796558840471095,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,4,82,6724,31.090042939690736,3.436887605211257,20,400
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,10,24,576,457.7804456599077,6.126389692888227,2.5,6.25
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,21,441,150.89302666326577,5.016571153064302,1.3,1.6900000000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,10,25,625,444.95031921891575,6.097962633729102,0.8,0.6400000000000001
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,48,2304,1290.6263364715044,7.162882911671577,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,41,1681,414.39965939754023,6.026830869027803,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,3,35,1225,33.19723298857563,3.502466528731561,0.3,0.09
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,38,1444,552.53927188553,6.314524511201621,0.2,0.04000000000000001
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,68,4624,123.33414520481216,4.814897299690214,50,2500
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,62,3844,323.860007786295,5.780311347687488,0.8,0.6400000000000001
13,COSTA,RURAL,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,9,49,2401,387.57890875363665,5.959919463555765,30,900
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,47,2209,147.9971386324888,4.997192940012955,4,16
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,44,1936,100.87662941646897,4.613898279287107,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,40,1600,197.34230355427107,5.284939802383446,0.6,0.36
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,3,54,2916,70.47939412652538,4.255320385202288,13,169
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,33,1089,151.87110805114406,5.0230321877657635,15,225
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,36,1296,26.162570968959223,3.2643298003899095,1.5,2.25
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,34,1156,182.84469462886562,5.208637129292666,0.2,0.04000000000000001
13,COSTA,RURAL,OCUPADO,FORMAL,MASCULINO,PRIMARIA,6,19,361,411.98322302748795,6.020982627713344,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,44,1936,816.69795887839,6.705269331130532,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,8,42,1764,570.3556955980584,6.346260193569497,8.1,65.61
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,PRIMARIA,6,52,2704,132.3861925592938,4.885723352258827,1.7,2.8899999999999997
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,23,529,282.0134668382465,5.641954824543447,4,16
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,37,1369,464.8571521722037,6.141730158762215,12,144
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,61,3721,288.86003655339465,5.665942268216648,36,1296
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,13,27,729,245.70938708817502,5.5041494842844,0.3,0.09
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,13,25,625,211.9176340403008,5.356197680501251,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,16,24,576,1025.41285582505,6.932850596646715,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,67,4489,106.64922741159391,4.669545200742915,30,900
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,72,5184,121.68483149191933,4.801434353703839,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,41,1681,343.9969775367308,5.840632871104366,25,625
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,52,2704,275.2052532559562,5.617517194743119,27,729
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,46,2116,253.80253112120732,5.536556528127356,2.9,8.41
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,23,529,163.83822150283166,5.09887948670697,0.3,0.09
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,26,676,193.69847093276363,5.2663026763847025,2.5,6.25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,43,1849,116.66017808752487,4.759265247876057,7,49
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,19,361,34.17531437645394,3.5315035815861062,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,67,4489,85.227327210416,4.445322124314872,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,5,45,2025,148.13138509749172,4.998099617103756,0.7,0.48999999999999994
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,9,40,1600,402.2024091487048,5.9969554672477745,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,17,289,25.52600641698103,3.239697791950463,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,64,4096,412.8078798839344,6.0229823028512834,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,30,900,393.1503617942232,5.974192138681851,0.3,0.09
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,26,676,217.67105396899674,5.3829849964649,0.3,0.09
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,40,1600,138.7724886801463,4.932835820070538,5,25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,20,400,225.09296567701452,5.416513497655475,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,21,441,220.10666840547805,5.3941122852360195,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,26,676,102.5451211957908,4.630302908504083,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,33,1089,64.4958374006816,4.166600685295621,0.7,0.48999999999999994
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,28,784,262.52855134639617,5.570359843150864,0.3,0.09
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,36,1296,177.60807319884395,5.1795792867256205,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,52,2704,147.9971386324888,4.997192940012955,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,36,1296,1136.7926230129126,7.035966087505074,3,9
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,40,1600,771.265119508121,6.648032178927762,10,100
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,9,36,1296,478.9187951523602,6.171531053085769,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,38,1444,928.8512913551031,6.833948652109476,3,9
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,56,3136,343.3065671452873,5.838623829745543,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,50,2500,102.98621672365749,4.634595161058262,0.7,0.48999999999999994
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,31,961,148.76426128964826,5.002362914046223,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,30,900,18.315053439682107,2.907723314036082,0.6,0.36
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,46,2116,503.5201340930405,6.221623699627311,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,40,1600,126.57523843131088,4.840836901569868,0.7,0.48999999999999994
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,59,3481,290.4518160670005,5.671437697016689,0.6,0.36
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,52,2704,1121.4757905678434,7.022400767073539,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,44,1936,430.7393719950367,6.065503201847785,20,400
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,54,2916,167.80808125363185,5.122820952907012,0.5,0.25
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,57,3249,54.92598225261733,4.0059865016358875,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,16,43,1849,212.85735929532115,5.360622266707331,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,33,1089,466.67906848295746,6.1456418019027454,9,81
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,36,1296,940.243062813921,6.846138419300278,9,81
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,17,25,625,218.57242309115912,5.387117415411087,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,60,3600,294.8627713456674,5.68651006623007,35,1225
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,73,5329,79.18623628528525,4.371802499441442,8,64
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,12,43,1849,31.8164122056886,3.459982263745796,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,59,3481,11.39177145881798,2.432891292917996,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,60,3600,276.6819643709882,5.6228687035011236,1.7,2.8899999999999997
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,34,1156,410.1613067167342,6.016550513341089,0.8,0.6400000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,37,1369,521.1639552077081,6.256064685544762,1.5,2.25
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,31,961,23.013679714783798,3.136088809331443,3,9
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,13,40,1600,454.3859279019771,6.118946898401829,5,25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,29,841,313.59974224678723,5.748117466558782,7,49
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,55,3025,24.164363700522987,3.184878973500875,0.2,0.04000000000000001
